Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City State Zip,Inspection Date,Inspection Type,Results,Violations
1538026,FOSTER GROCERY AND DOLLAR PLUS,,1992096,Grocery Store,Risk 3 (Low),3358 W FOSTER AVE ,",IL,",05/14/2015,Canvass,Out of Business,
1546912,BRITISH AIRWAYS,BRITISH AIRWAYS,0,Restaurant,Risk 1 (High),11601 W TOUHY AVE ,",IL,60666",06/09/2015,Canvass,Pass w/ Conditions,"21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: NO CERTIFIED FOOD MANAGER ON PREMISES WHEN POTENTIALLY HAZARDOUS FOODS-PORK AT 149.3 F IS BEING AERVED AND PREPARED. INSTRUCTED THAT ESTABLISHMENT MUST HAVE CERTIFIED FOOD MANAGER ON PREMISES DURING ALL HOURS OF OPERATION. SERIOUS CITATION ISSUED 7-38-012. | 45. FOOD HANDLER REQUIREMENTS MET - Comments: ESTABLISHMENT HAS NOT MET REQUIREMENT FOR FOOD HANDLERS TRAINING. INSTRUCTED THAT ALL FOOD HANDLERS MUST COMPLETE FOOD HANDLERS TRAINING WHEN POTENTIALLY HAZARDOUS FOODS ARE BEING HANDLED. | 31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: MULTI USE UTENSILS NOT PROPERLY STORED. INSTRUCTED TO INVERT UTENSILS TO PREVENT CONTAMINATION BEFORE USE AND HAVE UTENSILS ON TABLES WRAPPED OR PLACED WHEN CUSTOMER ARRIVES. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: FAUCET AT TWO COMPARTMENT SINK NOT MAINTAINED. INSTRUCTED TO REPLACE BROKEN FAUCET. 
 
WATER ALONG SIDE OF DISH MACHINE OBSERVED. INSTRUCTED TO REPAIR LEAK FROM DISH MACHINE. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOOR BETWEEN AND UNDER EQUIPMENT NOT CLEAN. INSTRUCTED TO DETAIL CLEAN DAILY. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: LIGHT BULB NOT WORKING IN REAR PREP AREA. INSTRUCTED TO REPLACE NON-WORKING BULBS. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: DISH MACHINE IN REAR PREP NOT MAINTAINED. INSTRUCTED TO REPLACE OR REPAIR DOOR OR REMOVE DISH MACHINE. | 11. ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED - Comments: INADEQUATE PLUMBING AND EXPOSED HANDSINK NOT INSTALLED IN PREP AREA. FRONT PREP AREA COOKING AND SERVING FOODS NOT PROVIDED WITH EXPOSED HANDSINK FOR FOOD HANDLERS TO PROPERLY WASH HANDS. INSTRUCTED THAT EXPOSED HANDSINK MUST BE INSTALLED WITH HOT AND COLD RUNNING WATER IN FRONT PREP AREA ACCESSIBLE FOR ALL FOOD HANDLERS. CRITICAL CITATION ISSUED 7-38-030."
1546620,SAN FELIPE FRESH MARKET,SAN FELIPE FRESH MARKET,2404664,Grocery Store,Risk 1 (High),3440 W MONTROSE AVE ,"Chicago,IL,60618",06/02/2015,License,Pass,"36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: FOUND LIGHT BULB INSIDE WALK-IN-COOLER AND LIGHT BULBS IN TAQUERIA PREP AREA NOT SHIELDED.INSTRUCTED TO PROVIDE LIGHT SHIELDS W/END CAPS OR SHATTER-PROOF LIGHTING AND MAINTAIN.  
 | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: MUST CLEAN AND ORGANIZE BASEMENT STORAGE AREA AND REMOVE UNNECESARY ARTICLES DUE TO POTENTIAL PEST HARBORAGE.  
 | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: INSTRUCTED TO LABEL AND DATE ALL PREPARED FOODS INSIDE THE WALK-IN-COOLER AND MAINTAIN."
1546613,MONTROSE FRESH MARKET,MONTROSE FRESH MARKET,2271128,Grocery Store,Risk 1 (High),3440 W MONTROSE AVE ,"Chicago,IL,60618",06/02/2015,Canvass Re-inspection,Pass,"16. FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION - Comments: VIOLATION CORRECTED.ICE MACHINE HAS BEEN CLEANED AND FRONT RIGHT PANEL NOW PROVIDED AND MAINTAINED. | 29. PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090 - Comments: VIOLATION CORRECTED.ALL PREVIOUS MINOR VIOLATIONS NOW CORRECTED. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: FOUND LIGHT BULB INSIDE WALK-IN-COOLER AND LIGHT BULBS IN TAQUERIA PREP AREA NOT SHIELDED.INSTRUCTED TO PROVIDE LIGHT SHIELDS W/END CAPS OR SHATTER-PROOF LIGHTING AND MAINTAIN. 
 | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: CORRECTED. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: MUST CLEAN AND ORGANIZE BASEMENT STORAGE AREA AND REMOVE UNNECESARY ARTICLES DUE TO POTENTIAL PEST HARBORAGE.  
 | 43. FOOD (ICE) DISPENSING UTENSILS, WASH CLOTHS PROPERLY STORED - Comments: CORRECTED."
1546615,MONTROSE FRESH MARKET,MONTROSE FRESH MARKET,2271128,Grocery Store,Risk 1 (High),3440 W MONTROSE AVE ,"Chicago,IL,60618",06/02/2015,Canvass,Out of Business,
1546475,TAQUERO FUSION,TAQUERO FUSION,2232101,Mobile Food Dispenser,Risk 3 (Low),7770 FRONTAGE RD ,"SKOKIE,IL,60077",05/27/2015,License,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: MUST PROVIDE PAD LOCK FOR WATER INLET FRESH WATER STORAGE TANK AND MAINTAIN. "
1546319,MONTROSE FRESH MARKET,MONTROSE FRESH MARKET,2271128,Grocery Store,Risk 1 (High),3440 W MONTROSE AVE ,"Chicago,IL,60618",05/22/2015,Canvass,Fail,"16. FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION - Comments: FOOD (ICE) NOT PROTECTED DURING STORAGE INSIDE OF THE ICE MACHINE. OBSERVED BLACK SLIMY SUBSTANCE ON INTERIOR WATER COMPONENTS OF THE ICE MACHINE AND FRONT RIGHT PANEL MISSING. MANAGEMENT INSTRUCTED TO TURN OFF MACHINE, REMOVE ICE AND HAVE INTERIOR OF ICE MACHINE CLEANED AND SANITIZED AND PROVIDE MISSING PANEL AND MAINTAIN.  
SERIOUS VIOLATION 7-38-005(A).   | 29. PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090 - Comments: PREVIOUS MINOR VIOLATIONS FROM INSPECTION REPORT#1474077 DATED:06/26/2014. 
30  MUST LABEL ALL FOODS OFFERED FOR SALE WITH ADEQUATE LABELS, SOURCE OF WHERE PRODUCT COMES FROM,  09/26/2014   
32  MUST RESEAL RUSTY WIRE SHELVING IN WALK-IN COOLER BY COOKING AREA,  09/26/2014   
33  MUST CLEAN VENTS ABOVE COOKING EQUIPMENT, CUTTING BOARDS, SHELVING INSIDE MEAT WALK-IN COOLER, AND COOKING EQUIPMENT,  09/26/2014   
34  MUST CLEAN/REPAIR FLOOR SURFACES, REPLACE MISSING FLOOR TILE, AND CLEAN UNDER AND BEHIND ALL EQUIPMENT, MUST REPAIR BROKEN CONCRETE STAIRS LEADING DOWN TO BASEMENT STORAGE,  09/26/2014   
35  MUST REPAIR WALL BASEMENT BOARDS VARIOUS AREAS THROUGHOUT PREMISES,  09/26/2014   
38  MISSING DRAIN STOPPERS FOR THE 3 COMPARTMENT SINK IN THE MEAT DEPARTMENT INSTRUCTED TO PROVIDE,  09/26/2014   
40  MUST PROVIDE ADEQUATE WORKING THERMOMETERS INSIDE ALL COOLERS, 
 
INSTRUCTED TO CORRECT NOTED VIOLATIONS AND MAINTAIN BY 5/29/15. 
SERIOUS VIOLATION 7-42-090.   
 | 3. POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE - Comments: POTENTIALLY HAZARDOUS FOODS AT IMPROPER TEMPERATURES; FOUND LARGE CONTAINER APPROX: 15#'S OF COOKED RICE AT 65.1F-70.0F INSIDE WALK-IN-COOLER. MANAGER STATED THAT RICE WAS COOKED YESTERDAY. INSTRUCTED POTENTIALLY HAZARDOUS FOODS MUST BE COLD 4OF OR BELOW, HOT 140F OR HIGHER. INADEQUATE FOOD PROTECTION.SAID FOOD DISCARDED,DENATURED AT THIS TIME. APPROX:DOLLAR VALUE$80.00. CRITICAL VIOLATION 7-38-005(A). | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: MUST PROVIDE AND MAINTAIN A METAL STEM THERMOMETER FOR MONITORING FOOD TEMPERATURES. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: MUST CLEAN AND ORGANIZE BASEMENT STORAGE AREA AND REMOVE UNNECESARY ARTICLES DUE TO POTENTIAL PEST HARBORAGE. 
 | 43. FOOD (ICE) DISPENSING UTENSILS, WASH CLOTHS PROPERLY STORED - Comments: MUST PROPERLY STORE ICE DISPENSING UTENSIL(SCOOP) FOR ICE MACHINE INVERTED INSIDE A CLEAN CONTAINER AND MAINTAIN. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: FOUND LIGHT BULB INSIDE WALK-IN-COOLER AND LIGHT BULBS IN TAQUERIA PREP AREA NOT SHIELDED.INSTRUCTED TO PROVIDE LIGHT SHIELDS W/END CAPS OR SHATTER-PROOF LIGHTING AND MAINTAIN."
1546252,A-MI-THA RESTAURANT,A-MI-THA RESTAURANT,1143174,Restaurant,Risk 1 (High),6207 N MILWAUKEE AVE ,"Chicago,IL,60646",05/20/2015,Canvass,Pass,"45. FOOD HANDLER REQUIREMENTS MET - Comments: ESTABLISHMENT HAS NOT MET REQUIREMENT FOR FOOD HANDLERS TRAINING. INSTRUCTED THAT ALL FOOD HANDLERS MUST COMPLETE FOOD HANDLERS TRAINING WHEN POTENTIALLY HAZARDOUS FOODS ARE BEING HANDLED. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: FLOOR AND WALL NOT SEALED ALONG WALLBASE. INSTRUCTED TO RUBBER COVING. 
 
CEILING TILE NOT MAINTAINED IN REAR. INSTRUCTED TO REPLACE ALL WORN CEILING TILE. | 31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: MULTI USE UTENSILS NOT PROPERLY STORED. INSTRUCTED TO INVERT TO PREVENT CONTAMINATION BEFORE USE. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOOR IN STORAGE ROOM BEHIND EQUIPMENT NOT CLEAN. INSTURCTED TO DETAIL CLEAN DAILY. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: STORAGE SHELVES UNDER PREP TABLE NOT MAINTAINED. INSTRUCTED TO REMOVE RUST AND APPLY NON-TOXIC SEALANT TO SURFACE."
1546247,"DINKY DONUTS, INC","DINKY DONUTS, INC",2262653,Shared Kitchen User (Long Term),Risk 2 (Medium),1223 N ROSSELL ,"OAK PARK,IL,60302",05/20/2015,Canvass,Pass,45. FOOD HANDLER REQUIREMENTS MET - Comments: ALL EMPLOYEES MUST SHOW PROOF OF FOOD HANDLER TRAINING.  MUST PROVIDE.
1537962,PRIORITY ENERGY LLC,PRIORITY ENERGY LLC,2397987,PUSHCART,Risk 3 (Low),2535 WAUKEGAN RD ,"BANNOCKBURNDEERFIELD,IL,60015",05/13/2015,License,Pass w/ Conditions,"2. FACILITIES TO MAINTAIN PROPER TEMPERATURE - Comments: NO MECHANICAL REFRIGERATION FOR PUSHCART. DESSRET VENDOR WILL USE REFREEZERABLE PLATE - 8 EUTECTIC COLD PLATE THAT LAST 10 TO 12 HOURS. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: NON-FOOD CONTACT SURFACE NOT PROPERLY MAINTAINED. INSTRUCTED TO HAVE LICENSE NUMBER AND BUSINESS NAME PRINTED ON THE LATERAL SIDES OF THE PUSHCART AT LEAST TWO INCHES TALL."
1199796,Chicago Academy for the Arts,Chicago Academy for the Arts,3200708,School,Risk 3 (Low),1010 W Chicago AVE ,"Chicago,IL,60642",05/07/2015,Canvass,Pass,
1537662,LA COCINITA FOOD TRUCK CHICAGO,LA COCINITA FOOD TRUCK CHICAGO,2364054,Mobile Food Preparer,Risk 1 (High),7770 FRONTAGE RD ,"SKOKIE,IL,60077",05/06/2015,Canvass,Pass,
1537599,THE GODDESS GOLD COAST,THE GODDESS AND GROCER,2397687,Restaurant,Risk 1 (High),1127 N STATE ST ,"CCHICAGO,IL,60610",05/05/2015,License,Pass,
1533119,THE BLANCHARD,THE BLANCHARD,2373808,Restaurant,Risk 3 (Low),1935 N LINCOLN PARK WEST ,",IL,",04/21/2015,License,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: OBSERVED SURFACE OF BAR MADE OF RAW WOOD. INSTALL AND MAINTAIN SMOOTH EASILY CLEANABLE SURFACE."
1533116,THE BLANCHARD,THE BLANCHARD,2373807,Restaurant,Risk 1 (High),1935 N LINCOLN PARK WEST ,",IL,",04/21/2015,License,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: OBSERVED BAR WITH RAW WOOD SURFACE. SMOOTH EASILY CLEANABLE SURFACE MUST BE INSTALLED AND MAINTAINED ON BAR SURFACE."
1447761,THE ALLERTON HOTEL,THE ALLERTON HOTEL,2313729,Restaurant,Risk 1 (High),701 N Michigan AVE ,"Chicago,IL,60611",04/17/2015,Canvass,Pass,"41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: REMOVE CLUTTER IN KITCHEN AT REAR IN THE FORM OF CARDBOARD BOXES. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: REMOVE DUST BUILD-UP AT CEILING ABOVE DISH WASHER IN DISH ROOM. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CLEAN INTERIOR BOTTOM OF DEEP FRYERS IN ROOM SERVICE KITCHEN OF HEAVY GREASE BUILD-UP. ALSO DETAIL CLEAN EXTERIOR OF ALL HEAVY COOKING EQUIPMENT IN SAME AREA. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: REPLACE MISSING LIGHT COVER AT CEILING IN DRY FOOD STORAGE AREA. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: DETAIL CLEAN FLOORS IN ROOM SERVICE KITCHEN AND MAIN KITCHEN ON UPPER LEVEL OF FOOD DEBRIS, AROUND AND BETWEEN HEAVY EQUIPMENT."
1532913,MCDONALDS #12003,MCDONALDS #12003,1043070,Restaurant,Risk 2 (Medium),8871 S KINGSTON AVE ,"Chicago,IL,60617",04/15/2015,Complaint,Pass w/ Conditions,"19. OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED - Comments: OBSERVED THE OUTSIDE GREASE CONTAINER,TO HAVE GREASE ENCRUSTED ON THE TOP AND LID OF CONTAINER,THIS IS A FOOD SOURCE FOR RODENTS AND OTHER PEST,SERIOUS VIOLATION 7-38-020 | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST DETAIL CLEAN FLOORS THROUGHOUT PREP AREA,EPSPECIALLY BEHIND ALL HEAVY EQUIPMENT ALONG WALL BASE AND CORNERS | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: CLEAN WALL IN THE PREP AREA ACROSS FROM HOT HOLDING UNITS,INSTRUCTED TO CLEAN AND MAINTAIN AREA | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CLEAN INTERIOR BOTTOM COMPARTMENT OF DEEP FRYERS,HAS GREASE BUILD-UP,INSTRUCTED TO CLEAN AND MAINTAIN EQUIPMENT"
1532412,ATTOCK SUBMARINE,ATTOCK SUBMARINE,2162440,Restaurant,Risk 2 (Medium),3006 E 92ND ST ,"Chicago,IL,60617",03/30/2015,Complaint,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MIST DEFROST ALL CHEST FREEZERS IN THE PREP AREA AND N REAR OF PREMISES,HAS ACCUMLICATION OF ICE BUILD-UP, AND CLEAN ALL SHELVES AND TABLE WHERE THE MEAT SLICERS SITS  ALSO CLEAN THE REACH-IN COOLER IN FRONT PREP AREA INSTRUCTED TO CLEAN AND NAINTAIN EQUIPMENT | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CLEAN THE FLOORS IN THE PREP AREA,REAR STORAGE AREA,ALONG WALL BASE AND CORNERS ALSO REPLACE SEVERAL FLOOR TILES NEAR PREP COOLER | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: DETAIL CLEAN THE VENT IN THE PREP AREA OF DUST BUILD-UP,INSTRUCTED TO CLEAN AND MANINTAIN AREA | 45. FOOD HANDLER REQUIREMENTS MET - Comments: MUST PROVIDE FOOD HANDLER TRAINING CERTIFICATE OR PROOF OF ENROLLEMENT,UPON NEXT INSPECTION"
1527976,South Loop Elementary,South Loop Elementary,1745,School,Risk 1 (High),1212 S Plymouth CT ,"Chicago,IL,60605",03/18/2015,Canvass,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: HAND SOAP DISPENSERS NOT FUNCTIONING PROPERLY IN BOYS AND GIRLS STUDENTS RESTROOMS. INSTRUCTED TO REPAIR AND ENSURE THAT THEY ARE FUNCTIONING PROPERLY. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: OBSERVED THE FLOOR AND THRESHOLD OF THE WALK IN COOLER IN DISREPAIR. INSTRUCTED TO REPAIR AND MAINTAIN THE FLOOR AND THRESHOLD. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED THE CEILING VENTS IN THE EMPLOYEE WOMENS RESTROOM WITH ACCUMULATED DUST. INSTRUCTED TO CLEAN AND MAINTAIN CEILING VENTS. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: OBSERVED THE TOILET FLUSHING HANDLE OF THE WOMENS RESTROOM LEAKING WHEN YOU FLUSH THE TOILET. INSTRUCTED TO REPAIR AND MAINTAIN ALL PLUMBING."
1527521,WINDY CITY CHOPS INC,,2385439,Grocery Store,Risk 3 (Low),2222 E 75TH ST ,",IL,",03/05/2015,License,Pass,"37. TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS - Comments: MUST PROVIDE A SPRING ON THE WASHROOM DOOR FOR SELF -CLOSING | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CLEAN THE FLOORS THROUGHOUT PREMISES,ALONG WALL BASE AND CORNERS | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: MUST PROVIDE THERMOMETERS INSIDE ALL CHEST FREEZERS"
1527483,Franklin Magnet,Franklin Fine Arts Magnet School,29081,School,Risk 1 (High),225 W Evergreen ST ,"Chicago,IL,60610",03/04/2015,Canvass,Pass,"38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: NOTED SOME ODOR IN THE BOYS BATHROOM ON THE SECOND FLOOR. INSTRUCTED TO IMPROVE THE VENTILATION. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: INSTRUCTED TO CLEAN AND MAINTAIN BOYS BATHROOM WITH SPILLS ESPECIALLY AT THE URINARY ON THE SECOND FLOOR."
1527454,HUDSON NEWS GATE F8,HUDSON NEWS T2 F8,2385220,Grocery Store,Risk 3 (Low),11601 W TOUHY AVE ,",IL,60666",03/03/2015,License,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOOR INSIDE ELECTRICAL CLOSETS NOT CLEAN. INSTRUCTED TO DETAIL CLEAN DAILY."
1523196,BURGER KING #1310,BURGER KING,2232344,Restaurant,Risk 2 (Medium),2320-2322 S MICHIGAN AVE ,",IL,",02/23/2015,Canvass,Out of Business,
1523007,BISI RESTAURANT,BISI RESTAURANT,2374042,MFD TRUCK,Risk 3 (Low),853 S ROSELLE RD ,"SCHAUMBURG,IL,60193",02/18/2015,License Re-inspection,Pass,"2. FACILITIES TO MAINTAIN PROPER TEMPERATURE - Comments: CORRECTED.HOT HOLDING EQUIPMENT ON TRUCK IS NOW MAINTAINED MEASURED 146.5F AT THIS TIME. | 12. HAND WASHING FACILITIES: WITH SOAP AND SANITARY HAND DRYING DEVICES, CONVENIENT AND ACCESSIBLE TO FOOD PREP AREA - Comments: CORRECTED.EXPOSED HANDSINK ON TRUCK IS NOW EQUIPPED WITH SOAP AND HAND PAPER TOWELS. | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: CORRECTED."
1522821,BISI RESTAURANT,BISI RESTAURANT,2374042,MFD TRUCK,Risk 3 (Low),853 S ROSELLE RD ,"SCHAUMBURG,IL,60193",02/10/2015,License,Fail,"2. FACILITIES TO MAINTAIN PROPER TEMPERATURE - Comments: HOT HOLDING EQUIPMENT ON TRUCK MUST MAINTAIN HOT FOODS AT 140F OR ABOVE. | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: LICENSE NUMBER MUST BE PRINTED ON THE LATERAL SIDES OF THE VEHICLE AT LEAST TWO INCHES TALL.  
 | 12. HAND WASHING FACILITIES: WITH SOAP AND SANITARY HAND DRYING DEVICES, CONVENIENT AND ACCESSIBLE TO FOOD PREP AREA - Comments: EXPOSED HANDSINK MUST BE EQUIPPED WITH SOAP AND HAND PAPER TOWELS OR AUTOMATIC HAND DRYER."
1522589,MCDONALD'S CORPORATION,MCDONALD'S CORPORATION,1243048,Restaurant,Risk 2 (Medium),23 N WESTERN AVE ,"Chicago,IL,60612",02/03/2015,Complaint,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: DETAIL CLEAN THE TOP OF THE GRILL AND THE INTERIOR OF THE 4 DOOR FOOD PREP COOLER. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: REGROUT THE FLOOR TILES IN THE DISHWASHING AREA AND AROUND THE REAR EXIT DOOR.  CLEAN THE GREASE FROM THE FLOOR UNDER EQUIPMENT. | 43. FOOD (ICE) DISPENSING UTENSILS, WASH CLOTHS PROPERLY STORED - Comments: OBSERVED ICE SCOOPS STORED IN THE ICE BINS AND ICE MACHINE.  MUST STORE ALL ICE SCOOPS OUTSIDE OF THE ICE BINS IN A CLEAN CONTAINER. | 45. FOOD HANDLER REQUIREMENTS MET - Comments: ALL FOOD HANDLING EMPLOYEES MUST SHOW PROOF OF FOOD HANDLER TRAINING.  MUST PROVIDE. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: REPAIR THE LEFT AND MIDDLE SINK STOPPERS AT THE 3 COMPARTMENT SINK SO THAT THE BASINS CAN HOLD WATER."
1522480,HAROLD'S CHICKEN 57 LLC.,HAROLD'S CHICKEN,2363519. ,Restaurant,Risk 1 (High),6606 W NORTH AVE ,"Chicago,IL,60707",01/29/2015,Complaint,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: INSTRUCTED TO DETAIL CLEAN AND MAINTAIN INTERIOR SURFACES OF MOP SINK. | 45. FOOD HANDLER REQUIREMENTS MET - Comments: NO PROOF OF EMPLOYEE FOOD HANDLER TRAINING CERTIFICATE ON PREMISE. INSTRUCTED TO PROVIDE. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: NOTED SMOKE COMING FROM COOKING EQUIPMENT/FRYER THROUGHOUT PREMISES (FRONT AND REAR AREA). INSTRUCTED TO REPAIR. KITCHEN HOOD MUST BE FUNCTIONING PROPERLY. "
1522234,LA CUCHARA,LA CUCHARA,2157659,Restaurant,Risk 1 (High),1521-1523 W MADISON ST ,"Chicago,IL,60607",01/23/2015,Canvass Re-inspection,Pass,"31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: ABATED. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: ABATED."
